tweet	date
A flight from Hong Kong to the Chinese mainland suddenly lost air pressure and dropped nearly 20,000 feet because the pilots were vaping in the cockpit and accidentally pushed the wrong buttons while trying to turn off air recycling fans https://t.co/qZ9DoYxoIj https://t.co/Gt7R84r89q 	2018-07-14
From the biggest street art party in Hong Kong to a community art tour, here are six Instagrammable ways to enjoy Hong Kong's artistic side. https://t.co/I0enlr0DhL via @CNNTravel https://t.co/oOlIQBBcSH 	2018-07-12
A flight from Hong Kong to the Chinese mainland suddenly lost air pressure and dropped nearly 20,000 feet because the pilots were smoking in the cockpit and accidentally pushed the wrong buttons https://t.co/nxJdUGdBqc https://t.co/3PolCnogz4 	2018-07-12
From the biggest street art party in Hong Kong to a community art tour, here are six Instagrammable ways to enjoy Hong Kong's artistic side. https://t.co/B2VXCf39D5 via @CNNTravel https://t.co/9E4Ti96gKX 	2018-07-11
From the biggest street art party in Hong Kong to a community art tour, here are six Instagrammable ways to enjoy Hong Kong's artistic side. https://t.co/yc8fUEU0bm via @CNNTravel https://t.co/CH3OJ4Fe0g 	2018-07-10
Ballet dancers showcase Hong Kong in gravity-defying images https://t.co/HHv3X6WlPK via @CNNTravel https://t.co/68WV2hDbZd 	2018-07-01
Ballet dancers showcase Hong Kong in gravity-defying images https://t.co/98YW55XneE via @CNNTravel https://t.co/scFdlJGo5d 	2018-06-30
Ballet dancers are taking over the streets of Hong Kong  https://t.co/lxUsn36E8i https://t.co/C16j51jv1Y 	2018-06-29
Ballet dancers showcase Hong Kong in gravity-defying images https://t.co/rFBEzuZaXY via @CNNTravel https://t.co/sNCnJuoV9O 	2018-06-29
Ballet dancers showcase Hong Kong in gravity-defying images https://t.co/8hRdCIsKGw via @CNNTravel https://t.co/fn6yaCdx4s 	2018-06-29
A former nursing student murdered her parents before killing herself on Father's Day, according to Hong Kong police, who suggested her skin condition may have motivated the attack. https://t.co/mRQstDZx9T https://t.co/f5Ufhe8Z9s 	2018-06-20
Hong Kong lawmakers have passed a controversial bill allowing mainland Chinese laws to apply in a section of a new train station, despite protests by citizens and lawmakers https://t.co/zxcZjF5nlk https://t.co/fPtwgRpUiX 	2018-06-15
Shares in Chinese tech company ZTE are set to resume trading in Hong Kong after the company reached a deal with the US government to lift a crippling ban on the supply of crucial parts https://t.co/N8HkzjigEe https://t.co/Y6R65kIfvd 	2018-06-12
Hong Kong independence activist Edward Leung has been jailed for six years for his part in violent demonstrations in February 2016, the latest in a series of prison terms handed down against pro-democracy activists in the city in the past year https://t.co/Cdv5aigON7 https://t.co/bDJaqGKZN6 	2018-06-11
From Paris to Hong Kong, and Quito to Malé, on June 8, students around the world are celebrating #WorldOceansDay2018 by taking part in CNN's #ZeroPlasticLunch. Follow live updates: https://t.co/mLMO2CWPyM https://t.co/IyVx4HuRvk 	2018-06-08
From Paris to Hong Kong, and Quito to Malé, on June 8, students around the world are celebrating #WorldOceansDay2018 by taking part in CNN's #ZeroPlasticLunch. Follow live updates: https://t.co/cHwdiszsHi https://t.co/2raniWeE3r 	2018-06-08
From Paris to Hong Kong, and Quito to Malé, on June 8, 2018, students around the world are celebrating World Oceans Day by taking part in CNN's #ZeroPlasticLunch. Follow live updates: https://t.co/ZwU0e4N7fP https://t.co/m4TmQNFuKa 	2018-06-07
If you haven't been to Hong Kong in a while, a huge variety of exciting attractions have either just opened or are under development. Here are 9 exciting attractions to look out for https://t.co/Sv6gFPMHbB via @CNNTravel https://t.co/5d9m1b6tzT 	2018-06-06
If you haven't been to Hong Kong in a while, a huge variety of exciting attractions have either just opened or are under development. Here are 9 exciting attractions to look out for https://t.co/z6UFsWTmbq via @CNNTravel https://t.co/BRZweSXPha 	2018-06-06
Covering just 367 square feet, this Hong Kong hotel houses eight award-winning capsules called SLPers. Each is big enough for one person to sit up or lie down in. https://t.co/VGrjNVncUG https://t.co/A3sRUNTkpU 	2018-06-01
Police have now caught three suspected criminals with the help of facial recognition technology at concerts of popular Hong Kong singer Jacky Cheung https://t.co/Z2WMHiWXei 	2018-05-24
Police have now caught three suspected criminals with the help of facial recognition technology at concerts of popular Hong Kong singer Jacky Cheung https://t.co/pRy1CMc3Uo 	2018-05-24
Hong Kong is one of the densest and most light-polluted cities in the world. This capsule hotel aims to become a haven for the city's sleep-deprived. https://t.co/FAXw3hb3qf via @CNNTravel https://t.co/tjlNK8PQpv 	2018-05-15
Hong Kong is one of the densest and most light-polluted cities in the world. This capsule hotel aims to become a haven for the city's sleep-deprived. https://t.co/Z4j4bXrY9D via @CNNTravel https://t.co/T3TjhH1q4Y 	2018-05-15
Hong Kong is one of the densest and most light-polluted cities in the world. This capsule hotel aims to become a haven for the city's sleep-deprived. https://t.co/88cAJVmq4J via @CNNTravel https://t.co/PLnYSYj3Zn 	2018-05-14
Hong Kong is home to the world's longest outdoor escalator system: https://t.co/nvbbllTGES https://t.co/5RslLXuKSD 	2018-05-11
Bouncing around with one of Hong Kong's last bamboo noodle masters https://t.co/aQBeydezKL via @CNNTravel 	2018-05-08
Chinese smartphone giant files for Hong Kong IPO https://t.co/Axd6JEGG9v https://t.co/jl14MrzFWx 	2018-05-03
The secret burden of mental illness in Hong Kong https://t.co/DCmI7zT3rN https://t.co/Lw4EzxYvy7 	2018-04-29
Here's how to build a bamboo theater in Hong Kong: https://t.co/kPYgngv0wD via @CNNTravel https://t.co/D88FNuK66O 	2018-04-15
Fiji wins Hong Kong Sevens for a record fourth time in a row https://t.co/dUKDw9DZwH https://t.co/KQwoe9o51e 	2018-04-08
Identical twins Gustavo and Otavio Pandolfo stood out during Hong Kong Art Week for their unapologetic escapism. 	2018-04-05
Identical twins Gustavo and Otavio Pandolfo stood out during Hong Kong Art Week for their unapologetic escapism. 	2018-04-05
Hong Kong's "Frog King" showcases experimental art at Cattle Depot, a former slaughterhouse turned artists' village https://t.co/vcCjtbL3JG via @CNNTravel https://t.co/6OwPxh3DXg 	2018-03-28
Hong Kong's "Frog King" showcases experimental art at Cattle Depot, a former slaughterhouse turned artists' village https://t.co/M7JtqLSSN8 via @CNNTravel https://t.co/NqdVm8H9eC 	2018-03-28
An art collector's guide to Hong Kong Art Week https://t.co/hGWqoZ8tCQ https://t.co/fLKam6oyZu 	2018-03-26
Such holes, it is said, act as gateways for "spirit dragons" that reside in the hills of Hong Kong. 	2018-03-26
Such holes, it is said, act as gateways for "spirit dragons" that reside in the hills of Hong Kong. 	2018-03-25
(Correction) Ballerina Misty Copeland made history in 2015, becoming the 1st female African American principal dancer for American Ballet Theatre. We’ll be catching up with her as she performs “Whipped Cream” at the Hong Kong Arts Festival – be sure to send us your questions. https://t.co/yOPimyu2sm 	2018-03-20
Ballerina Misty Copeland made history in 2015, becoming the first principal dancer for American Ballet Theatre. We’ll be catching up with her as she performs “Whipped Cream” at the Hong Kong Arts Festival this week – be sure to send us your questions. https://t.co/aMMqndqZv1 	2018-03-19
Hong Kong's pro-democracy camp has endured a setback in crucial by-elections as fears grow that Beijing is tightening its grip on the semi-autonomous region. https://t.co/xEk64HfF8f https://t.co/MM7w7MkbAF 	2018-03-12
Hong Kong's pro-democracy camp has endured a setback in crucial by-elections as fears grow that Beijing is tightening its grip on the semi-autonomous region. https://t.co/ByD1eKnPjn https://t.co/TeAI4ARlD6 	2018-03-12
Hong Kong elects new lawmakers as city faces decades of Xi Jinping rule https://t.co/3emq2iUe2y https://t.co/jYEBTnCOdj 	2018-03-11
The base of Sleeping Beauty Castle is surrounded in blue construction fencing with the words "Magic is happening" as part of a multi-year, $1.4 billion expansion plan for Hong Kong Disneyland https://t.co/D7vLoEQHGU via @CNNTravel https://t.co/ZbvCxP4rSq 	2018-02-24
The base of Sleeping Beauty Castle is surrounded in blue construction fencing with the words "Magic is happening" as part of a multi-year, $1.4 billion expansion plan for Hong Kong Disneyland https://t.co/woMiBuHD5b via @CNNTravel https://t.co/pEqIptqVk1 	2018-02-23
The base of Sleeping Beauty Castle is surrounded in blue construction fencing with the words "Magic is happening" as part of a multi-year, $1.4 billion expansion plan for Hong Kong Disneyland https://t.co/ihQAXFDtgn via @CNNTravel https://t.co/7hZy9XpccW 	2018-02-22
The first human case of the H7N4 strain of avian influenza has been reported in China, health officials in Hong Kong say https://t.co/ScqC7EqKSi https://t.co/CtWVXJ1Ndv 	2018-02-17
The first human case of the H7N4 strain of avian influenza has been reported in China, health officials in Hong Kong say https://t.co/sPPMh2ARBC https://t.co/G53PejxuSu 	2018-02-16
The first human case of the H7N4 strain of avian influenza has been reported in China, health officials in Hong Kong say https://t.co/uekX3aiYhc https://t.co/DpEfytRyiN 	2018-02-16
The first human case of the H7N4 strain of avian influenza has been reported in China, health officials in Hong Kong say https://t.co/0Wb5D9ddXZ https://t.co/f8imhSScWO 	2018-02-15
This is Hong Kong like you haven't seen it before. Watch a time-lapse video from the often-foggy mountains surrounding it https://t.co/rIHhzD6cfp https://t.co/BpF3uC3TeY 	2018-02-11
At least 19 have been killed and dozens have been injured in a bus crash in Hong Kong https://t.co/YWohK3YdqQ https://t.co/vshaLot2nl 	2018-02-10
How a Hong Kong millionaire's bribery case exposes China's corruption problem in Africa https://t.co/lU9HbpBjC4 https://t.co/Cn3UOxkDq0 	2018-02-09
A Hong Kong court has rejected an appeal by Rurik Jutting, the British banker jailed for murdering two women in 2014 https://t.co/AnBrVeYFW2 https://t.co/JfSMDB0tns 	2018-02-09
A Hong Kong court has rejected an appeal by Rurik Jutting, the British banker jailed for murdering two women in 2014 https://t.co/N6bQeKS1JA https://t.co/zwN7KfDhI3 	2018-02-08
Hong Kong like you haven't seen it before: Watch this time-lapse video from the often-foggy mountains surrounding it https://t.co/BnVIrO2uRW https://t.co/GiVZEUw5MH 	2018-02-08
This is Hong Kong like you haven't seen it before. Watch a time-lapse video from the often-foggy mountains surrounding it https://t.co/rIHhzCOBnR https://t.co/ph7B54M8xA 	2018-02-07
Since the start of the year, more than 120 people have died as a result of the flu in Hong Kong https://t.co/i0yDs8OVFf 	2018-02-07
Would you tackle Tai Mo Shan? Hong Kong's highest peak standing at 957 meters https://t.co/27Cjw00OXG via @CNNTravel https://t.co/BmpFzM7Y7a 	2018-02-06
Hong Kong pro-democracy activist Joshua Wong has scored a major legal victory, as the city's top court threw out the prison sentences handed to him and two other leaders of the 2014 Umbrella Movement protests https://t.co/8HIWulXgpF 	2018-02-06
Hong Kong pro-democracy activist Joshua Wong has scored a major legal victory, as the city's top court threw out the prison sentences handed to him and two other leaders of the 2014 Umbrella Movement protests https://t.co/juKruW40h0 	2018-02-06
The discovery of two World War II-era bombs in Hong Kong's Wan Chai district has raised interest in the city's largely forgotten wartime history https://t.co/GbvrDrD8LR https://t.co/6U8BfIpoNB 	2018-02-02
A suspected World War II-era bomb has been discovered at a Hong Kong construction site https://t.co/19H6YDfnJm https://t.co/Y8KbH0HK4V 	2018-02-01
A suspected World War II-era bomb has been discovered at a Hong Kong construction site https://t.co/t4F4bkcnUV https://t.co/LuhMUNYEfV 	2018-01-31
Hong Kong police defuse unearthed World War II bomb https://t.co/b1h3XYKw2h https://t.co/I6DO1kDDSk 	2018-01-28
Hong Kong bans member of pro-democracy icon Joshua Wong's party from standing for office https://t.co/7dbj7OkCEb https://t.co/0dFBLaLLum 	2018-01-27
Hong Kong needs to do more to combat North Korean smuggling and money laundering in the city, a top US official warns https://t.co/bxa1IrkuPy https://t.co/aiOZY8YYEr 	2018-01-25
Imagine life inside a concrete water pipe, complete with all the mod-cons of a cozy home and plenty of natural light to boot. It might be the answer to Hong Kong's housing problems. 	2018-01-24
Imagine life inside a concrete water pipe, complete with all the mod-cons of a cozy home and plenty of natural light to boot. Are these tube homes the answer to Hong Kong's housing problem? https://t.co/o4GK00Ycoj via @CNNStyle https://t.co/Y3a344qWjD 	2018-01-24
Imagine life inside a concrete water pipe, complete with all the mod-cons of a cozy home and plenty of natural light to boot. Are these tube homes the answer to Hong Kong's housing problem? https://t.co/t6J8se1Grz via @CNNStyle https://t.co/UJOmIso2C3 	2018-01-23
Hong Kong activist Joshua Wong was jailed for three months by Hong Kong's high court for an offense stemming from the 2014 Umbrella Movement protests which shut down parts of the city for several months https://t.co/JsXPfdHItf https://t.co/Xjuh0Rb9vy 	2018-01-17
Hong Kong's most famous pro-democracy activist Joshua Wong is heading back to prison https://t.co/93moMj0Q0N https://t.co/CgNHL1CDU6 	2018-01-17
Hong Kong activist Joshua Wong was jailed for three months by Hong Kong's high court for an offense stemming from the 2014 Umbrella Movement protests which shut down parts of the city for several months https://t.co/EYAbVEO7mo https://t.co/0fUCmg6Pjm 	2018-01-17
From Hong Kong to Sydney, Australia to Seoul, South Korea, people are ringing in 2018 with fireworks, music and celebration 🎆 #CNNNYE https://t.co/fdx5eOXKCS https://t.co/V4cmTw4Ltr 	2017-12-31
We’re watching fireworks in Hong Kong as people there say hello to 2018. 	2017-12-31
When Jean-Georges Vongerichten landed in NYC in 1986, it was at the markets and street vendors where he fell in love with ingredients reminiscent of his time spent in Singapore, Thailand and Hong Kong https://t.co/g4Vs1nAUQP 	2017-12-29
South Korea has seized a Hong Kong-registered ship that allegedly transferred oil to a North Korean vessel in violation of UN sanctions https://t.co/W89JNWdHUc https://t.co/C4xICuyM53 	2017-12-29
When Jean-Georges Vongerichten landed in NYC in 1986, it was at the markets and street vendors where he fell in love with ingredients reminiscent of his time spent in Singapore, Thailand and Hong Kong https://t.co/XDpdlRYo2s 	2017-12-27
When Jean-Georges Vongerichten landed in NYC in 1986, it was at the markets and street vendors where he fell in love with ingredients reminiscent of his time spent in Singapore, Thailand and Hong Kong https://t.co/h97R2BQ1cY 	2017-12-22
A former associate of disgraced Hollywood mogul Harvey Weinstein has been accused of sexual misconduct by multiple women in the Hong Kong film industry https://t.co/qpCBooQbf8 https://t.co/29VbmQFEZG 	2017-12-14
A British banker jailed in Hong Kong for murdering two women in 2014 was back in court Tuesday to appeal his conviction https://t.co/PYiBDx1C3M https://t.co/ZWoCVeUfRc 	2017-12-12
A Hong Kong resident shares his tips for street photography so your images will look like a pro snapped them https://t.co/JHK67RHnZ4 (via @CNNTravel) https://t.co/ZOPNQch0f1 	2017-12-11
A Hong Kong resident shares his tips for street photography so your images will look like a pro snapped them https://t.co/O3tLCpL5BO (via @CNNTravel) https://t.co/Psgbh0n0ga 	2017-12-10
Joshua Wong is one of the of Hong Kong protest leaders being prosecuted in the wake of the 2014 demonstrations, as young pro-democracy supporters are scared away from politics https://t.co/HGH9Ht3AU9 https://t.co/HXxlwBsigh 	2017-12-07
These artists are preserving Hong Kong’s history with miniature models https://t.co/Od4KJ1eRzS (via @CNNStyle) https://t.co/BXKPaWBBDJ 	2017-12-04
These artists are preserving Hong Kong’s history with miniature models https://t.co/o6AQJqltRK (via @CNNStyle) https://t.co/UBwbju3sRZ 	2017-12-04
Employees Only: New York speakeasy opens in Hong Kong https://t.co/Efwu35zR1x via @CNNTravel https://t.co/45MfHZmZWc 	2017-12-02
Sam Bird wins chaotic Formula E season opener in Hong Kong https://t.co/W9v21mTO1I https://t.co/RwwOYeoylY 	2017-12-02
Employees Only: New York speakeasy opens in Hong Kong https://t.co/rIkACdStGf via @CNNTravel https://t.co/33uu9RVF4E 	2017-11-30
This colorful map showcases Hong Kong's biodiversity https://t.co/0FAVzqkQ20 (via @CNNTravel) https://t.co/5H2lrTHZx1 	2017-11-27
Hong Kong football fans take a stand as Chinese anthem law looms https://t.co/DdqaEvF5V6 https://t.co/gTfxuFIhrt 	2017-11-17
The man behind Instagram account Surreal HK shares how he comes up with comically altered images of Hong Kong icons https://t.co/YnPRJ2WMxD https://t.co/QmSaWNfi84 	2017-10-25
Pro-democracy activists Joshua Wong and Nathan Law have been released from Hong Kong jail https://t.co/QuFOWZnjCr https://t.co/HdNEDgYTbM 	2017-10-24
Two leaders of Hong Kong's pro-democracy movement jailed in August have been released on bail https://t.co/m6CXzezI66 https://t.co/QfQAfnREsK 	2017-10-24
Countless shell companies operate in Hong Kong's shadows, including some accused of aiding North Korea https://t.co/GBr74qQvK1 https://t.co/my7Sh9Qn0x 	2017-10-18
Countless shell companies operate in Hong Kong's shadows, including some accused of aiding North Korea https://t.co/S14xRAF4jb https://t.co/OKkyDoEgqC 	2017-10-17
Countless shell companies operate in Hong Kong's shadows, including some accused of aiding North Korea https://t.co/uGINmSJS02 https://t.co/hjVWa5IcYl 	2017-10-17
Countless shell companies operate in Hong Kong's shadows, including some accused of aiding North Korea https://t.co/b1FD53K1P1 https://t.co/JzdIKw5b63 	2017-10-16
Is this Hong Kong's wildest dining experience? https://t.co/o2Au50qFQu via @CNNTravel https://t.co/eeRW8QGki9 	2017-10-09
Is this Hong Kong's wildest dining experience? https://t.co/RAoRN2DGFZ via @CNNTravel https://t.co/PCYkMityyP 	2017-10-08
3 years after Umbrella Movement, Hong Kongers take to streets to call for release of jailed "political prisoners" https://t.co/c1y2FxaS93 https://t.co/h5Yk0v6kV3 	2017-10-02
3 years after Umbrella Movement, Hong Kongers take to streets to call for release of jailed "political prisoners" https://t.co/ZHDpQD8MTf https://t.co/PUGjz7hzV3 	2017-10-01
A Hong Kong court rules that a British expatriate's same-sex partner has right to live in territory as a dependent https://t.co/JthUhsPNK9 https://t.co/QuESVJHMZ6 	2017-09-26
A Hong Kong court rules that a British expatriate's same-sex partner has right to live in territory as a dependent https://t.co/z2OzhU7VAr https://t.co/hUMgZP9dW4 	2017-09-26
A Hong Kong court rules that a British expatriate's same-sex partner has right to live in territory as a dependent https://t.co/oLbYS3mZ1T https://t.co/u9XfZDExUc 	2017-09-26
It's not every day you're surrounded by 10,000 gold Buddhas -- in Hong Kong, you can be. https://t.co/KyyoPQU0fV via @CNNTravel https://t.co/gpSnOUliDB 	2017-09-25
It's not every day you're surrounded by 10,000 gold Buddhas -- in Hong Kong, you can be. https://t.co/5N9Rcn2qbl via @CNNTravel https://t.co/iCIPZUyAaE 	2017-09-25
Soon all of Hong Kong's dolphins could be dead. Here's why:  https://t.co/AmC8eHAm85 https://t.co/6yAIZ2ZhYx 	2017-09-23
Soon all of Hong Kong's dolphins could be dead. Here's why:  https://t.co/yhLk8Yi455 https://t.co/bi4MHUbGQC 	2017-09-22
Soon all of Hong Kong's dolphins could be dead. Here's why:  https://t.co/sHZERgMxFJ https://t.co/xjEEumHGPd 	2017-09-21
Hong Kong has the world's longest outdoor escalator system -- 800-meters-long, serving 78,000 pedestrian trips daily https://t.co/7jtb9GrKp5 https://t.co/LI3G8hIY37 	2017-09-13
Hong Kong has the world's longest outdoor escalator system -- 800-meters-long, serving 78,000 pedestrian trips daily https://t.co/xcZvf1SH86 https://t.co/WnCTd4VhhY 	2017-09-12
At least 12 people were killed as Typhoon Hato brought massive winds and flooding to Macau and Hong Kong https://t.co/PEic65AWwk https://t.co/dct0siSYwd 	2017-08-23
Opinion: With the harsh sentencing of the “Umbrella Three,” Hong Kong is making the cost of dissent intolerably high https://t.co/w2I1hXD0OT https://t.co/WrYPaIT0nj 	2017-08-23
Tens of thousands take to the streets of Hong Kong on Sunday to protest the jailing of three pro-democracy leaders https://t.co/8xXu3hMCtH https://t.co/T9iGxFVSaX 	2017-08-21
Tens of thousands take to the streets of Hong Kong on Sunday to protest the jailing of three pro-democracy leaders https://t.co/HzJUvORy1z https://t.co/E4agkcD2Br 	2017-08-20
Three Australians and one Hong Konger among injured in the #Barcelona van attack https://t.co/dzEGItFR4Q https://t.co/umUxPnDsKM 	2017-08-18
JUST IN: 3 Hong Kong pro-democracy activists, including Joshua Wong, jailed for roles in 2014 "Umbrella" protests https://t.co/nk02EO41Ql https://t.co/vaq7kx24Js 	2017-08-17
This footrace in Hong Kong pushes athletes to run 298km (185 miles) in less than 60 hours, a feat completed by only 4 people to date https://t.co/ds7TqTVXGy 	2017-08-07
This footrace in Hong Kong pushes athletes to run 298km (185 miles) in less than 60 hours, a feat completed by only 4 people to date https://t.co/C7YnSExJBY 	2017-08-06
This bridge is 26 miles long and will cost the Hong Kong government at least $15 billion. Here's why it has been controversial https://t.co/splmG8zeU2 	2017-08-05
This bridge is 26 miles long and will cost the Hong Kong government at least $15 billion. Here's why it has been controversial https://t.co/cUuNZT9dE6 	2017-08-02
This bridge is 26 miles long and will cost the Hong Kong government at least $15 billion. Here's why it has been controversial: https://t.co/rpQZEiZMHw 	2017-08-01
London's landmark 'Walkie Talkie' building has been sold to a Hong Kong conglomerate for a record $1.7 billion https://t.co/O6Cizusk6H https://t.co/BLgMvUWvGn 	2017-07-27
Up to 100 million sharks are killed every year and Hong Kong accounts for 50% of global shark fin trade, says conservation group WildAid https://t.co/GObevWqIfq 	2017-07-16
Up to 100 million sharks are killed every year and Hong Kong accounts for 50% of global shark fin trade, says conservation group WildAid https://t.co/CozyUKyObw 	2017-07-15
Four pro-democracy lawmakers in Hong Kong disqualified from their posts for failing to take their oaths properly https://t.co/heak1fvxEm https://t.co/OzUrHTvm7v 	2017-07-14
Up to 100 million sharks are killed every year and Hong Kong accounts for 50% of global shark fin trade, says conservation group WildAid https://t.co/wv23Y78Cx4 	2017-07-14
Up to 100 million sharks are killed every year and Hong Kong accounts for 50% of global shark fin trade, says conservation group WildAid https://t.co/q5QPIXgdFT 	2017-07-13
A side of Hong Kong you've never seen before -- photographer reveals 'hidden geometries' from a birds-eye view: https://t.co/jZR4qb63nY https://t.co/uVGJidOkh6 	2017-07-10
Nearly eight tons of illegal ivory tusks have been seized in Hong Kong in authorities' biggest haul in 30 years https://t.co/lGmsoqhiB1 https://t.co/LGwLL04VeY 	2017-07-06
In Hong Kong, there are about 347 licensed vehicles for every kilometer of road, one of the highest in the world https://t.co/SHBDXjUkss https://t.co/y2A7T93xgx 	2017-07-05
How Chinese money has changed the face of Hong Kong's skyline https://t.co/B5zwlAGlFU https://t.co/5V6q3JrgUr 	2017-07-05
In Hong Kong, there are about 347 licensed vehicles for every kilometer of road, one of the highest in the world https://t.co/SHBDXkbVk0 https://t.co/onI7Cf25F9 	2017-07-05
China's only operational aircraft carrier sails into Hong Kong this week. Here's a rare look inside the Liaoning https://t.co/YhQgJbgJu3 https://t.co/gCenLhjh5D 	2017-07-04
China's only operational aircraft carrier sails into Hong Kong this week. Here's a rare look inside the Liaoning https://t.co/WfkELF309e https://t.co/NRZTOpiZSO 	2017-07-04
China's only operational aircraft carrier sails into Hong Kong this week. Here's a rare look inside the Liaoning https://t.co/HYXp2cSvn5 https://t.co/2ETwTcXy2y 	2017-07-04
China's only operational aircraft carrier sails into Hong Kong this week. Here's a rare look inside the Liaoning https://t.co/9j8xkdANE9 https://t.co/zlFVpjdJZP 	2017-07-04
China's only operational aircraft carrier sails into Hong Kong later this week https://t.co/8e9zDDifeU https://t.co/Z4itDHghht 	2017-07-04
How Chinese money has changed the face of Hong Kong's skyline https://t.co/il2h7gitO3 https://t.co/f85q8HpSFZ 	2017-07-03
The annual July 1st pro-democracy march in Hong Kong brought thousands to the streets. Watch @CNN's Instagram story: https://t.co/5MXNU7ZYlL https://t.co/7sAkn52S3K 	2017-07-01
CNN's @klustout explains Hong Kong's status as a Special Administrative Region https://t.co/OvOLnKsoAo https://t.co/mIF1GCd6HE 	2017-07-01
We’re live in Hong Kong where the annual Pro-Democracy March is taking place https://t.co/GBCTDC8QGK https://t.co/uhmFDrpHFB 	2017-07-01
President Xi Jinping warns of "red line" as Hong Kong marks 20 years of Chinese rule https://t.co/ifyi3sssRr https://t.co/jnm5DPpZas 	2017-07-01
20 years ago today, the sovereignty over Hong Kong was passed from the UK to China. Here's a look back: https://t.co/vLpSSJacGf https://t.co/EY9WINE22f 	2017-07-01
President Xi Jinping warns of "red line" as Hong Kong marks 20 years of Chinese rule https://t.co/L7CyCFmfwX https://t.co/iCgSn0ygDM 	2017-07-01
"Everything is Fine." Here's how Hong Kong artists reflect on the city's difficult relationship with China https://t.co/Co4Wv7VoIx https://t.co/Ujza97VZIe 	2017-06-30
In 2014, young people took part in protests calling for universal suffrage. 3 years on, where does Hong Kong stand? https://t.co/F09pKkgVFX https://t.co/WNwLQ5JvX8 	2017-06-30
"Everything is Fine." Here's how Hong Kong artists reflect on the city's difficult relationship with China https://t.co/BIoACih8w6 https://t.co/VnjRAhiS4N 	2017-06-30
In 2014, young people took part in protests calling for universal suffrage. 3 years on, where does Hong Kong stand? https://t.co/T8XggB8Vv3 https://t.co/TLNsZtphVZ 	2017-06-30
Chinese Pres. Xi inspects Hong Kong troops in largest military parade since the handover. Watch our Instagram story https://t.co/Ur99l2skIr https://t.co/hL4kbaRruC 	2017-06-30
"Everything is Fine." Here's how Hong Kong artists reflect on the city's difficult relationship with China https://t.co/ZaL9aD2EDA https://t.co/67OvHoUum9 	2017-06-30
Chinese President Xi inspects Hong Kong troops in the largest military parade since the city's handover to China https://t.co/d4SEU810w9 https://t.co/cZnmXYN1Uc 	2017-06-30
Here’s a look at China’s master plan for Hong Kong’s future integration into the mainland https://t.co/U7aRC3IMtv https://t.co/TeHKBVgnKP 	2017-06-30
CNN Correspondent @andrewcnn is live on LINE answering questions about the Hong Kong handover anniversary. Join us: https://t.co/re3a6yg59K https://t.co/bcL9O4Nwvq 	2017-06-30
Chinese President Xi arrives in Hong Kong for 20th anniversary of city's handover to China, as protests are expected https://t.co/7aqe85wZ7A https://t.co/37Jf7d9WCl 	2017-06-29
These artists aim to preserve memories of Hong Kong's past through miniatures of its disappearing heritage https://t.co/O35cI1CCH6 https://t.co/PqassD84tO 	2017-06-28
CNN's @klustout explains Hong Kong's status as a Special Administrative Region https://t.co/OthDnKpfhR https://t.co/Zh19BBpspV 	2017-06-28
The Hong Kong flag is always flown in a less prominent position to the national flag of China. Here’s why https://t.co/o0DVSS9hnR https://t.co/AjD6WWSKht 	2017-06-28
CNN's @klustout explains Hong Kong's status as a Special Administrative Region https://t.co/wnamgBwrzY https://t.co/WBsTCj5qdH 	2017-06-28
The Hong Kong flag is always flown in a less prominent position to the national flag of China. Here’s why https://t.co/fsHcY7afh0 https://t.co/7esKEz1RT7 	2017-06-28
20 years after the handover, China's PLA garrison in Hong Kong is taking on a more active role, military leaders say https://t.co/rADERyDwoS https://t.co/olKqATjAqu 	2017-06-27
These artists aim to preserve memories of Hong Kong's past through miniatures of its disappearing heritage https://t.co/mfcwQOLAL9 https://t.co/QVbXNJXfan 	2017-06-27
How Denise Ho went from Cantopop queen to Hong Kong democracy fighter https://t.co/r9oY3EHrdt https://t.co/7QGJ7Po4wf 	2017-06-27
On July 1, Hong Kong marks 20 years since the city's handover to China in 1997. How has the city changed since then? https://t.co/oqixPr7mUP https://t.co/Rtx3NaphP3 	2017-06-26
Hong Kong's pro-democrats target giant statue at Golden Bauhinia Square in first protest ahead of Xi Jinping's visit https://t.co/difpjl9bdI https://t.co/sy6yEq5Dz8 	2017-06-26
On July 1, Hong Kong marks 20 years since the city's handover to China in 1997. How has the city changed since then? https://t.co/GEGnHysWtO https://t.co/DP8ZjiAh9s 	2017-06-25
Chinese Pres. Xi Jinping will visit Hong Kong for 20th anniversary of city's handover to Beijing, state media says https://t.co/2uksVubIfi https://t.co/unnCHlzPUz 	2017-06-24
Could “pixel homes” ease Hong Kong’s housing crisis? (Via @CNNStyle) https://t.co/Jm7SbSuKbD https://t.co/6wD50TZX1x 	2017-06-22
These mesmerizing photos from the 50s and 60s give you rare glimpse of old Hong Kong https://t.co/SQnnb11VS8 https://t.co/YlBq92Bxmj 	2017-06-01
Meet the young man fighting for democracy in Hong Kong https://t.co/vSwxln4mXo https://t.co/Z47rs6n9zv 	2017-05-30
Meet the young man fighting for democracy in Hong Kong https://t.co/KKKkejuDND https://t.co/Xq95zzMavN 	2017-05-30
Meet the young man fighting for democracy in Hong Kong https://t.co/jSNzHIUmLa https://t.co/qiwhd6fHsS 	2017-05-29
